Sample,Transect.ID,Individual ID,Year,Site,VisitNumber,Lat,Long,Collected,Transect,NetorPan,DateCollected,Type,SpeciesCode,GenusCode,Sex,RNA conc.,Virus_Type,Virus,Richness,EstRich_Asyp,EstRich_46,EstRich_183,EstRich_338,Abundance,Diversity,APME_ABUND,BOIM_ABUND,LASI_ABUND,PEPR_ABUND
1334,BC15B3,BC15B3P-80,2015,BC,2,42.35073,-83.8556,squash,B,Pan,8/2/2015,APIS,APME,APIS,F,410,DWV,1,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
593,BC15A2,BC15A2N-4,2015,BC,1,42.35073,-83.8556,squash,A,Net,7/24/2015,NON,PEPR,PEPO,M,100,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
613,BC15C2,BC15C2N-24,2015,BC,1,42.35073,-83.8556,squash,C,Net,7/24/2015,NON,PEPR,PEPO,M,24.5,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
727,BC15C2,BC15C2P-138,2015,BC,1,42.35073,-83.8556,squash,C,Pan,7/24/2015,NON,LASI,LASI,F,12.7,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
742,BC15D2,BC15D2P-153,2015,BC,1,42.35073,-83.8556,flowers,D,Pan,7/24/2015,NON,LASI,LASI,F,39.8,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1260,BC15A3,BC15A3N-6,2015,BC,2,42.35073,-83.8556,squash,A,Net,8/2/2015,NON,PEPR,PEPO,M,336,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1265,BC15A3,BC15A3N-11,2015,BC,2,42.35073,-83.8556,squash,A,Net,8/2/2015,NON,PEPR,PEPO,M,39.2,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1266,BC15A3,BC15A3N-12,2015,BC,2,42.35073,-83.8556,squash,A,Net,8/2/2015,NON,PEPR,PEPO,M,338,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1354,BC15B3,BC15B3P-100,2015,BC,2,42.35073,-83.8556,squash,B,Pan,8/2/2015,NON,LASI,LASI,F,79.2,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1357,BC15B3,BC15B3P-103,2015,BC,2,42.35073,-83.8556,squash,B,Pan,8/2/2015,NON,LASI,LASI,F,58.9,DWV,1,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1372,BC15C3,BC15C3P-118,2015,BC,2,42.35073,-83.8556,squash,C,Pan,8/2/2015,NON,LASI,LASI,F,37.2,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
1374,BC15C3,BC15C3P-120,2015,BC,2,42.35073,-83.8556,squash,C,Pan,8/2/2015,NON,LASI,LASI,F,27.7,DWV,0,8,8.997,5.448,7.056,7.988,340,0.518217993,57,13,227,24
506,BJ15A2,BJ15A2N-5,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
515,BJ15A2,BJ15A2N-14,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1156,BJ15A3,BJ15A3N-9,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,APIS,APME,APIS,F,19.8,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1163,BJ15B3,BJ15B3N-16,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1166,BJ15B3,BJ15B3N-19,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1170,BJ15B3,BJ15B3N-23,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1180,BJ15B3,BJ15B3N-33,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,APIS,APME,APIS,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1198,BJ15C3,BJ15C3N-51,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1204,BJ15C3,BJ15C3N-57,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,APIS,APME,APIS,F,too high,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1233,BJ15C3,BJ15C3P-86,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,APIS,APME,APIS,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
548,BJ15A2,BJ15A2P-47,2015,BJ,1,41.79369,-83.63598,squash,A,Pan,7/23/2015,NON,LASI,LASI,F,21.3,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
581,BJ15D2,BJ15D2P-80,2015,BJ,1,41.79369,-83.63598,flowers,D,Pan,7/23/2015,NON,LASI,LASI,F,8.71,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1199,BJ15C3,BJ15C3N-52,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,PEPR,PEPO,F,83,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1231,BJ15B3,BJ15B3P-84,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,6.54,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1242,BJ15C3,BJ15C3P-95,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,NON,LASI,LASI,F,22.9,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
503,BJ15A2,BJ15A2N-2,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
505,BJ15A2,BJ15A2N-4,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1159,BJ15A3,BJ15A3N-12,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,APIS,APME,APIS,F,97,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1160,BJ15A3,BJ15A3N-13,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,APIS,APME,APIS,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1181,BJ15B3,BJ15B3N-34,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,APIS,APME,APIS,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1203,BJ15C3,BJ15C3N-56,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,APIS,APME,APIS,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
563,BJ15B2,BJ15B2P-62,2015,BJ,1,41.79369,-83.63598,squash,B,Pan,7/23/2015,NON,LASI,LASI,F,40,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1173,BJ15B3,BJ15B3N-26,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,37.8,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1174,BJ15B3,BJ15B3N-27,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1177,BJ15B3,BJ15B3N-30,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,M,98,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1178,BJ15B3,BJ15B3N-31,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1179,BJ15B3,BJ15B3N-32,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1200,BJ15C3,BJ15C3N-53,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,PEPR,PEPO,M,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1201,BJ15C3,BJ15C3N-54,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,PEPR,PEPO,M,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1240,BJ15C3,BJ15C3P-93,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,NON,LASI,LASI,F,38.8,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1250,BJ15D3,BJ15D3P-103,2015,BJ,2,41.79369,-83.63598,flowers,D,Pan,7/31/2015,NON,LASI,LASI,F,64,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
520,BJ15B2,BJ15B2N-19,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,APIS,APME,APIS,F,too high,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
525,BJ15B2,BJ15B2N-24,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1152,BJ15A3,BJ15A3N-5,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1158,BJ15A3,BJ15A3N-11,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,APIS,APME,APIS,F,483,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1167,BJ15B3,BJ15B3N-20,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1169,BJ15B3,BJ15B3N-22,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1195,BJ15C3,BJ15C3N-48,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1202,BJ15C3,BJ15C3N-55,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,APIS,APME,APIS,F,550,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
549,BJ15A2,BJ15A2P-48,2015,BJ,1,41.79369,-83.63598,squash,A,Pan,7/23/2015,NON,LASI,LASI,F,175,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
574,BJ15C2,BJ15C2P-73,2015,BJ,1,41.79369,-83.63598,squash,C,Pan,7/23/2015,NON,LASI,LASI,F,32.7,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1154,BJ15A3,BJ15A3N-7,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,PEPR,PEPO,F,271,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1176,BJ15B3,BJ15B3N-29,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,97.5,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1234,BJ15C3,BJ15C3P-87,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,NON,PEPR,PEPO,F,580,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
507,BJ15A2,BJ15A2N-6,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
519,BJ15B2,BJ15B2N-18,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,APIS,APME,APIS,F,16.2,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
522,BJ15B2,BJ15B2N-21,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,144,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1148,BJ15A3,BJ15A3N-1,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,590,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1149,BJ15A3,BJ15A3N-2,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1153,BJ15A3,BJ15A3N-6,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1155,BJ15A3,BJ15A3N-8,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,APIS,APME,APIS,F,230,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1162,BJ15B3,BJ15B3N-15,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,406,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1182,BJ15B3,BJ15B3N-35,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,APIS,APME,APIS,F,600,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1196,BJ15C3,BJ15C3N-49,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1216,BJ15B3,BJ15B3P-69,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,APIS,APME,APIS,F,378,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
502,BJ15A2,BJ15A2N-1,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,PEPR,PEPO,M,126,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
517,BJ15B2,BJ15B2N-16,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,PEPR,PEPO,M,10.1,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1157,BJ15A3,BJ15A3N-10,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,PEPR,PEPO,M,120,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1172,BJ15B3,BJ15B3N-25,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,520,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1175,BJ15B3,BJ15B3N-28,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,M,179,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1213,BJ15A3,BJ15A3P-66,2015,BJ,2,41.79369,-83.63598,squash,A,Pan,7/31/2015,NON,LASI,LASI,F,45.2,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1215,BJ15A3,BJ15A3P-68,2015,BJ,2,41.79369,-83.63598,squash,A,Pan,7/31/2015,NON,LASI,LASI,F,28.8,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1225,BJ15B3,BJ15B3P-78,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,51.5,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1228,BJ15B3,BJ15B3P-81,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,225,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1249,BJ15C3,BJ15C3P-102,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,NON,LASI,LASI,F,15.2,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
508,BJ15A2,BJ15A2N-7,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,530,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
511,BJ15A2,BJ15A2N-10,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
518,BJ15B2,BJ15B2N-17,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,APIS,APME,APIS,F,18.3,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
521,BJ15B2,BJ15B2N-20,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,417,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
523,BJ15B2,BJ15B2N-22,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
571,BJ15C2,BJ15C2P-70,2015,BJ,1,41.79369,-83.63598,squash,C,Pan,7/23/2015,NON,BOIM,BOMB,F,too high,DWV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1150,BJ15A3,BJ15A3N-3,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1151,BJ15A3,BJ15A3N-4,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1161,BJ15B3,BJ15B3N-14,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1164,BJ15B3,BJ15B3N-17,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1168,BJ15B3,BJ15B3N-21,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
555,BJ15A2,BJ15A2P-54,2015,BJ,1,41.79369,-83.63598,squash,A,Pan,7/23/2015,NON,LASI,LASI,F,9.4,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
559,BJ15B2,BJ15B2P-58,2015,BJ,1,41.79369,-83.63598,squash,B,Pan,7/23/2015,NON,LASI,LASI,F,21.9,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
576,BJ15D2,BJ15D2P-75,2015,BJ,1,41.79369,-83.63598,flowers,D,Pan,7/23/2015,NON,LASI,LASI,F,67.1,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
578,BJ15D2,BJ15D2P-77,2015,BJ,1,41.79369,-83.63598,flowers,D,Pan,7/23/2015,NON,LASI,LASI,F,19.1,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1222,BJ15B3,BJ15B3P-75,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,33.6,DWV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
2342,BP16B1,BP16B1N-27,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,87.2,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2348,BP16B1,BP16B1N-33,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,298,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4209,BP16C2,BP16C2N-96,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,APIS,APME,APIS,F,294,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2323,BP16A1,BP16A1N-8,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,PEPR,PEPO,F,too high,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2397,BP16D1,BP16D1N-82,2016,BP,1,42.5732,-84.38707,flowers,D,Net,8/10/2016,NON,LASI,LASI,F,11.1,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4266,BP16D2,BP16D2N-153,2016,BP,2,42.5732,-84.38707,flowers,D,Net,8/26/2016,NON,LASI,LASI,F,15.9,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2327,BP16A1,BP16A1N-12,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,BOIM,BOMB,F,too high,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4146,BP16A2,BP16A2N-33,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,NON,BOIM,BOMB,F,too high,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4173,BP16B2,BP16B2N-60,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,too high,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4200,BP16B2,BP16B2N-87,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,9.8,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2324,BP16A1,BP16A1N-9,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,PEPR,PEPO,M,560,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2419,BP16B1,BP16B1P-106,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,10,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4286,BP16D2,BP16D2P-173,2016,BP,2,42.5732,-84.38707,flowers,D,Pan,8/26/2016,NON,LASI,LASI,M,11.7,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2336,BP16A1,BP16A1N-21,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,BOIM,BOMB,F,134,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2341,BP16B1,BP16B1N-26,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,Sample too low,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2352,BP16B1,BP16B1N-37,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,too high,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4120,BP16A2,BP16A2N-7,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,APIS,APME,APIS,F,137,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2386,BP16C1,BP16C1N-71,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,LASI,LASI,F,26.4,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2432,BP16C1,BP16C1P-119,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,PEPR,PEPO,F,570,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2436,BP16C1,BP16C1P-123,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,LASI,LASI,F,32.5,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4269,BP16A2,BP16A2P-156,2016,BP,2,42.5732,-84.38707,squash,A,Pan,8/26/2016,NON,LASI,LASI,F,7.7,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4283,BP16B2,BP16B2P-170,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,M,17.4,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2345,BP16B1,BP16B1N-30,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,Sample too low,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2373,BP16C1,BP16C1N-58,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,25.1,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2382,BP16C1,BP16C1N-67,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,89.5,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2388,BP16D1,BP16D1N-73,2016,BP,1,42.5732,-84.38707,flowers,D,Net,8/10/2016,NON,BOIM,BOMB,F,64.7,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4165,BP16B2,BP16B2N-52,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,63.4,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4166,BP16B2,BP16B2N-53,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,171,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4215,BP16C2,BP16C2N-102,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,APIS,APME,APIS,F,106,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2412,BP16B1,BP16B1P-99,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,56,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2456,BP16D1,BP16D1P-143,2016,BP,1,42.5732,-84.38707,flowers,D,Pan,8/10/2016,NON,PEPR,PEPO,F,180,DWV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2318,BP16A1,BP16A1N-3,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,APIS,APME,APIS,F,510,DWV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
